Pre-Prod No.;Client;Description;Date Sent on Proof;Proof Approved (Digital);Size of Eyemark;Artwork Received;Revised Artwork After Trialling;comments;
11620;Dermasure;Zone Night Cream 50ml;11.04.16;11.04.2016;5X3;;;;
11637;Hydrozone;Order (a/w);19.04.16;19.04.2016;8X3;;;;
11415;Allied Drug Company;Barber Shop Sample 20ml;21.04.16;22.04.2016;8X3;;;;
11416;Allied Drug Company;Barber Shop Aftershave Balm 75ml;21.04.16;22.04.2016;8X3;;;;
11417;Allied Drug Company;Barber Shop Shaving Cream 125ml;21.04.16;22.04.2016;8X3;;;;
11031;New World Laboratories;New World Hand and Body Cream Pink 75ml;22.04.16;28.04.2016;8X3;;;1st of proof send on the 1/10/2016. new proof to be made due to artwork not having 5mm no print area at the bottom;
11643;Kool a Chem;Agave Anti Itch Cream 50ml;25.04.16;26.04.2016;8X3;;;;
11670;Aerosol & Cosm.;Natures Nourishment Apple and Papaya Face Mask 100ml;25.04.16;02.06.2016;8X3;;;;
11677;Aerosol & Cosm.;Order (a/w);25.04.16;cancelled;;;;;
11678;Aerosol & Cosm.;Order (a/w);25.04.16;cancelled;;;;;
11535;About Merchandise;WPBTS 30ml;26.04.16;14.06.2016;8X3;;;1st off artwork proof done on 11/4. signed off 12/4. Customer adjusted artwork.;
11562;Mosaic;Avroy Pure Feet Intensive Heel Softening Cream 50ml;04.05.16;05.05.2016;8X3;;;Customer changed length of artwork. 1st off proof send 11/4/2016;
11563;Mosaic;Avroy Pure Feet Rough Skin Remover 125ml;04.05.16;05.05.2016;8X3;;;Customer changed length of artwork. 1st off proof send 11/4/2017;
11564;Mosaic;Pure Feet Soothing Moisture Foot Lotion 125ml;04.05.16;05.05.2016;8X3;;;Customer changed length of artwork. 1st off proof send 11/4/2018;
11624;Herbazone;Reconstructive Cream 100ml;09.05.16;10.05.2016;8X3;;;;
11573;Smash Retail (PTY) LTD;Yungskin Face Wash Cream  50ml;10.05.16;11.05.2016;8X3;;;;
11574;Smash Retail (PTY) LTD;Yungskin Face Wash 100ml;10.05.16;11.05.2016;8X3;;;;
11609;Shield Chemicals;Hydra Oil Moisturizing Body Cream 150ml;11.05.16;11.05.2016;8X3;;;1st off proofs send on the 8th April and trialed. When trailed the barcode failed and therefore customer adjusted artwork for barcode to pass;
11726;Garden Route Cosmetics;Garden route Aloe Gel 75ml;11.05.16;25.05.2016;8X3;;;;
11644;ZA Natural CAre;Order (a/w);12.05.16;16.05.2016;8X3;;;;
11691;Aerosol & Cosm.;Clicks Cooling Foot Scrub 100ml;12.05.16;cancelled;8X3;;;;
11698;Netpharma;Nourrir Body Lotion 150ml;12.05.16;20.06.2016;8X3;;;;
11699;Netpharma;Nourrir Hand and Nail Cream 75ml;12.05.16;20.06.2016;8X3;;;;
11747;Bio Earth Man.;Burn Gel 50ml;18.05.16;26.05.2016;8X3;;;;
11755;Concord Food And Drug Distributors;C/Food PalmShave Lime 75ml;25.05.16;30.05.2016;8X3;;;;
11756;Concord Food And Drug Distributors;C/Food Palmshave regular 75ml;25.05.16;30.05.2016;8X3;;;;
11797;Aerosol & Cosm.;At Home Umber Shaving Cream 125ml;31.05.16;31.05.2016;8X3;;;;
11798;Aerosol & Cosm.;Clicks Sorbet Hydrating Hand & Nail Cream 50ml  (Cancelled 23/8/2016);01.06.16;02.06.2016;8X3;;;;
11799;Aerosol & Cosm.; Clicks Sorbet Firming Hand & Nail Cream 50ml (Cancelled 23/8/2016);01.06.16;02.06.2016;8X3;;;;
11800;Aerosol & Cosm.;Clicks Sorbet Balancing  Hand & Nail Cream 50ml (Cancelled 23/8/2016);01.06.16;02.06.2016;8X3;;;;
11801;Aerosol & Cosm.;Clicks Sorbet Hydrating Body Wash 100ml (Cancelled 23/8/2016);01.06.16;06.06.2016;8X3;;;;
11802;Aerosol & Cosm.;Clicks Sorbet Firming Body Wash 100ml (Cancelled 23/8/2016);01.06.16;06.06.2016;8X3;;;;
11803;Aerosol & Cosm.;Clicks Sorbet Balancing  Body Wash100ml (Cancelled 23/8/2016);01.06.16;06.06.2016;8X3;;;;
11742;The Lash Collection;Eyelid Cleaner 30ml  (Order Cancelled);08.06.16;14.06.2016;8X3;;;;
11856;Canway;OSH Season to sparkle 25ml;14.06.16;14.06.2016;8X3;;;;
11767;CT Toiletry Co;Woolworths Rooibos Mask 75ml;15.06.16;27.06.2016;8X3;;;;
11769;CT Toiletry Co;Woolworths Vanilla Mask 75ml;15.06.16;27.06.2016;8X3;;;;
11781;Azochem;Tooth Gel 75ml;15.06.16;07.07.2016;8X3;;;;
11780;Azochem;Dermax Cream 50ml;21.06.16;22.06.2016;8X3;;;;
11782;Azochem;Aloe Vera 50ml;21.06.16;22.06.2016;8X3;;;;
11951;SH'ZEN;Sh'zen Exotic Frangipani Hand Cream 30ml;22.06.16;01.07.2016;8X3;;;;
11952;SH'ZEN;Sh'zen Basil and Pomegranite Hand Cream 30ml;22.06.16;01.07.2016;8X3;;;;
11953;SH'ZEN;Sh'zen Cucumber and Lotus Flower Hand Cream 30ml;22.06.16;01.07.2016;8X3;;;;
11748;Bio Earth Man.;Burn Gel 100ml;23.06.16;24.06.2016;8X3;;;;
11916;Saradox;Good Stuff Nature moisturising Lotion 50ml;27.06.16;28.06.2016;8X3;;;;
11917;Saradox;Good Stuff Bee Natural Day Cream 50ml;27.06.16;28.06.2016;8X3;;;;
11918;Saradox;Good Stuff Extra Care And Repair Beauty Serum 50ml;27.06.16;28.06.2016;8X3;;;;
11788;Britec Labs;Source Coconut Water Hand Cream 75ml;04.07.16;08.07.2016;8X3;;;1st off proofsend on the 1st of june. Customer revised artwork 2nd proof send on the 24/6. Trial done and artwork adjusted again 3rd proof send on 4/7.;
11886;Elsa Products;Grease 100ml;04.07.16;04.07.2016;8X3;;;;
11975;Cape Aloe Exports;Kyara Natur Aloe Ferox 100ml;04.07.16;07.07.2016;8X3;;;;
11746;Bio Earth Man.;Antiseptic Gel 25ml;06.07.16;08.07.2016;8X3;;;1st off proof done on the 18 May, barcode did not scan and customer revised artwork with bigger barcode.;
11790;Saloncare;Saloncare Cuticle Cream 50ml;06.07.16;19.07.2016;8X3;;;;
12008;Kuri Ame';Aloe Plasm 30ml;07.07.16;14.07.2016;8X3;;;;
12009;Kuri Ame';Rejuvi Serum 30ml;07.07.16;13.07.2016;8X3;;;;
12010;Kuri Ame';Amé Cleanse 50ml;07.07.16;13.07.2016;8X3;;;;
12011;Kuri Ame';Hydra Touch 50ml;07.07.16;13.07.2016;8X3;;;;
12012;Kuri Ame';Re'Activer 50ml;07.07.16;14.07.2016;8X3;;;;
12016;Skin Rejuvenation Technologies;Skinderm Salon Hydrating Repair Mask 150ML;07.07.16;07.07.2016;8X3;;;;
12017;Skin Rejuvenation Technologies;Skinderm Salon Pure Clarifying Mask 150ML;07.07.16;07.07.2016;8X3;;;;
11901;RW Gericke;Inuka Thank You 50ml;08.07.16;08.07.2016;8X3;;;1st off proofs done on the 15/6 and approved 17/6. Artwork revised and new proofs send. 2nd proof was done on the 22nd June and approved 22 June. New artwork received.;
11902;RW Gericke;Grapefruit & Cucumber Modern Me You 50ml;08.07.16;08.07.2016;8X3;;;1st off proofs done on the 15/6 and approved 17/6. Artwork revised and new proofs send. 2nd proof was done on the 22nd June and approved 22 June. New artwork received.;
11903;RW Gericke;Jasmine & Lily Modern Me You 50ml;08.07.16;08.07.2016;8X3;;;1st off proofs done on the 15/6 and approved 17/6. Artwork revised and new proofs send. 2nd proof was done on the 22nd June and approved 22 June. New artwork received.;
11904;RW Gericke;Rose & Vanilla Modern Me You 50ml;08.07.16;08.07.2016;8X3;;;1st off proofs done on the 15/6 and approved 17/6. Artwork revised and new proofs send. 2nd proof was done on the 22nd June and approved 22 June. New artwork received.;
11905;RW Gericke;Lotus & Sandalwood Modern Me You 50ml;08.07.16;08.07.2016;8X3;;;1st off proofs done on the 15/6 and approved 17/6. Artwork revised and new proofs send. 2nd proof was done on the 22nd June and approved 22 June. New artwork received.;
11765;The Lash Collection;Lash Lather Cleanser 50ml;12.07.16;13.07.2016;8X3;;;1st off proof done on 23/6 approved 24/6. Customer changed colours on job. New artwork received 12/7;
11560;SDK Agencies;Diabetic Foot Cream 150ml;13.07.16;14.07.2017;8X3;;;1st off proof done on 31/5 and approved 1/6. Trials was done and approved. Barcode did not scan when production was started. Revised artwork to put barcode on a different place. New proof and trail send 13/7,;
11848;Technikon Laboratories;Techniblock SPF50 AA F/Cr 10ml;13.07.16;cancelled;8X2;;;1st off proof done 10/6 and approved 24/6. customer asked that logo be centered.;
12029;Le-Sel;Country Garden Ghost Orchard Hand and Nail Cream 75ml;13.07.16;15.07.2016;8X3;;;;
12030;Le-Sel;Country Garden Rose Hand And Nail Cream 75ml;13.07.16;15.07.2016;8X3;;;;
12031;Le-Sel;Country Garden Sweet Pea Hand and Nail Cream 75ml;13.07.16;15.07.2016;8X3;;;;
12032;Le-Sel;Country Garden Yesterday Today and Tomorrow Hand and Nail Cream 75ml;13.07.16;15.07.2016;8X3;;;;
12067;Amy Innovations;Tissue Oil Hand and Nail Cream 100ml;20.07.16;20.07.2016;8X3;;;;
12072;Aloe Ferox;Aloe Ferox Hand And Body Lotion 15ml;20.07.16;25.07.2016;10X3;;;;
12073;Aloe Ferox;Aloe Ferox Hair and Body Wash 15ml;20.07.16;25.07.2016;10X3;;;;
12074;Aloe Ferox;Aloe Ferox Conditioner 15ml;20.07.16;25.07.2016;10X3;;;;
12075;Aloe Ferox;Aloe Ferox Shampoo 15ml;20.07.16;25.07.2016;10X3;;;;
12065;Down To Earth;Down To earth Clear Skin Gel 60ml;22.07.16;25.07.2016;8X3;;;;
12066;Down To Earth;Down to Earth Clear Skin Gel 125ml;22.07.16;25.07.2016;8X3;;;;
12100;Le-Sel;Country Gardens Rose Body Souffle 50ml;26.07.16;26.07.2016;8X3;;;;
12101;Le-Sel;Country Garden Rose Hand & Nail Cream 50ml;26.07.16;26.07.2016;8X3;;;;
12111;Bowler Plastics;Hooked On Life Body Wash and Scrub 125ml;26.07.16;26.07.2016;8X3;;;;
12124;Bowler Plastics;Hooked on Lfe SPF15Face and Body Lotion  125ml;26.07.16;26.07.2016;8X3;;;;
12125;Bowler Plastics;Hooked On Life Shampoo and Conditioner 125ml;26.07.16;26.07.2016;8X3;;;;
12078;Totally Wild;Aloe 24 100ml UK Version;27.07.16;29.07.2016;8X3;;;;
12129;Saradox;Good Stuff Moisture Blast Moisture Cream 75ml -Gifting;28.07.16;29.07.2016;8X3;;;;
12130;Saradox;Good Stuff Bee Natural Hand Cream 75ml - Gifting;28.07.16;29.07.2016;8X3;;;;
11946;Technikon Laboratories;TB Proglyde Sample 10ml;07.08.16;25.07.2016;8X3;;;;
12077;Totally Wild;Aloe 24 100ml SA Version;08.08.16;08.08.2016;8X3;;;1st proof send 27/7 and approved 29/7. customer requested small adjustment o nthe words ALOE GEL;
10290;Amka Products;Bump Patrol  Face and Head Wash 100ml;12.08.16;15.08.2016;8X3;;;1st off proof done in Dec '14. ;
12054;Canway;Source Coconut Water Hand Cleanser 75ml;12.08.16;16.08.2016;8X3;;;1st proof sent 13/7. Client revised layout. 2nd proof send 14/7, customer revised artwork. 3rd proof send 25/7. Grey % changed from CMYKto 90% black;
12148;MRL Private Collection;Moisture Lotion For Her 75ml;12.08.16;14.09.2016;8X3;;;;
12028;Le-Sel;Ingredientz Witch Hazel Hand & Nail Cream 75ml;15.08.16;18.08.2016;8X3;;;1st off proofs send on the 13/7. customer adjusted foil area.;
12033;Le-Sel;Ingredientz Cherry Blossom Hand & Nail Cream 75ml;15.08.16;18.08.2016;8X3;;;1st off proofs send on the 13/7. customer adjusted foil area.;
12034;Le-Sel;Ingredientz Ginkgo Biloba Hand and Nail Cream 75ml;15.08.16;18.08.2016;8X3;;;1st off proofs send on the 13/7. customer adjusted foil area.;
12102;Le-Sel;Ingredientz Pearl Extracts Body Butter 50ml;15.08.16;16.08.2016;8X3;;;;
12103;Le-Sel;Ingredientz Pearl Extracts Hand & Nail Cream;15.08.16;16.08.2016;8X3;;;;
12161;Worx of Africa;Bugger Off Kids Body Crème 75ml;15.08.16;18.08.2016;8X3;;;;
12162;Worx of Africa;Bugger Off Natural Body Crème;15.08.16;18.08.2016;8X3;;;;
12027;Le-Sel;Ingredientz Pearl Extract Hand and Nail Cream 75ml;17.08.16;18.08.2016;8X3;;;1st off proofs send on the 13/7. customer adjusted foil area. 2nd proof was send o nthe 15/8 but I redid proof so that foil area is the same as other 75ml;
12131;Olgani;Herbal Refreshing Toothpaste 75ml;19.08.16;22.08.2016;8X3;;;;
12133;Olgani;Fruity Orange Toothpaste 75ml;19.08.16;22.08.2016;8X3;;;;
11611;Aloway Natural Health Products;Cooling Aloe Gel 150ml;24.08.16;25.08.2016;8X3;;;1st off proof done 18 May. Customer added foil. 2nd proof done on the 17/8. customer removed foil for this run and adjusted grey to stand out more;
11612;Aloway Natural Health Products;Soothing Aloe Gel 150ml;24.08.16;25.08.2016;8X3;;;2nd off proof done 18 May. Customer added foil. 2nd proof done on the 17/8. customer removed foil for this run and adjusted grey to stand out more;
12178;Sea Spirit Trading 243 cc;Wild Olive Conditioner 60ml;31.08.16;02.09.2016;8X3;;;;
12179;Sea Spirit Trading 243 cc;Wild Olive Shampoo 60ml;31.08.16;02.09.2016;8X3;;;;
12180;Sea Spirit Trading 243 cc;Wild Olive Shower Gel 60ml;31.08.16;02.09.2016;8X3;;;;
12181;Sea Spirit Trading 243 cc;Wild Olive Hand and Body Lotion 60ml;31.08.16;02.09.2016;8X3;;;;
12209;Olgani;Mineral Rich Evening Toothpaste 75ml;06.09.16;06.09.2016;8X3;;;;
12216;Nutriwoman;Nutriwoman Mattifying Hydrator 40ml;07.09.16;07.09.2016;10X2;;;;
12214;Kool A Chem;Kool A Sun Sunscreen SPF40 100ml;12.09.16;12.09.2016;8x3;;;;
12215;Saradox;Good Stuff Rock 'n'Rooibos Hand Cream 75ml;13.09.16;13.09.2016;8X3;;;Artwork was send to customer on 06 September and approved on the 08 September. Customer changed artwork and new proof was send;
12201;Parceval Pharmaceuticals;Aloe Vera Gel 75ml;20.09.16;21.09.2016;8X3;;;;
12229;Medipod;Foot Repair Cream 100ml;21.09.16;14.11.2016;8X3;;;;
12252;Natures Touch;Baobab And Marula Cream 50ml;22.09.16;03.10.2016;8X3;;;;
12253;Natures Touch;Quince And Honey Suckle Cream 50ml;22.09.16;07.10.2016;8X3;;;;
12254;Natures Touch;Tangerine and Elemi Cream 50ml;22.09.16;03.10.2016;8X3;;;;
12255;Natures Touch;Pomegranite and Double Rose 50ml;22.09.16;03.10.2016;8X3;;;;
12256;Natures Touch;Rosmary And Frankinscence Cream 50ml;22.09.16;03.10.2016;8X3;;;;
12257;Natures Touch;Lemon And Pelargonium Cream 100ml;22.09.16;03.10.2016;8X3;;;;
12213;Aerosol & Cosm.;Natures Nourishment Sensitive Face Wash  100ml;26.09.16;20.10.2016;8X3;;;;
12262;Skin Rejuvenation Technologies;Skinderm  Derm Protect  20ml;27.09.16;28.09.2016;8X3;;;;
12285;Customised Cosmetics;Silky Sox 100ml;27.09.16;05.10.2016;8X3;;;;
12322;Down To Earth;Down To Earth Clear Skin Gel 125Ml;27.09.16;28.09.2016;8X3;;;;
12263;Marketing and Mercantile Service;Arthur Jack Conditioning Shoe Cream 50ml;28.09.16;17.10.2016;8X3;;;;
12324;B Braun Medical;BioCream Anticeptics Cream 25g;28.09.16;05.10.2016;8X3;;;;
12220;Le-Sel;Moringa BB Cream 30ml;10.10.16;11.10.2016;10X2;;;1st off proof send on the 13 Sep  and approved 19 Sep. we did trials that was send but customer revised artwork;
12313;Recreation Health;Bettamed 25g;10.10.16;10.10.2016;8X3;;;proof send on the 22/09. customer asjusted artwork;
12314;Recreation Health;Bettamed 50g;10.10.16;10.10.2016;8X3;;;proof send on the 22/09. customer asjusted artwork;
12317;Nature Fresh Health Prod.;Pure Smile  Toothpaste 100ml;11.10.16;13.10.2016;8X3;;;;
12318;Supernice Trading;Honey And Chocolate  125ml(150g);11.10.16;12.10.2016;8X3;;;;
12319;Supernice Trading;Raw Honey 125ml (150g);11.10.16;12.10.2016;8X3;;;;
12320;Supernice Trading;Honey And Peanut Butter 125ml (150g);11.10.16;12.10.2016;8X3;;;;
12022;Olgani;Fresh and Fabulous 100ml;12.10.16;13.10.2016;8X3;;;;
12361;Repcillin;Crocodile Oil 15ml;14.10.16;18.10.2016;10X2;;;;
12321;Kool A Chem;Body Lotion 150ml;17.10.16;18.10.2016;8X3;;;1st off proof done on the 28/9 and approved on the 3/10. Trial done, customer revised artwork and new proof submitted;
12353;Silverlabs;Sports After Sun Liqui Gel 100ml;17.10.16;03.11.2016;8X3;;;;
12354;Silverlabs;Sports Blister & Wound Gel 100ml;17.10.16;03.11.2016;8X3;;;;
12371;Antjies;Lavender Lotion 60ml;20.10.16;21.10.2016;8X3;;;;
12372;Antjies;Liquid Soap 60ml;20.10.16;21.10.2016;8X3;;;;
12369;Wefco Marketing International cc;Moz Q Lotion 50ml;21.10.16;24.10.2016;8X3;;;;
12370;Wefco Marketing International cc;Moz q lotion 100ml;21.10.16;24.10.2016;8X3;;;;
12374;Sol RX;Original Sunscreen SPF50 120ml;21.10.16;26.10.2016;8X3;;;;
12132;Olgani;Detoxifying Charcoal Toothpaste 75ml;26.10.16;26.10.2016;8X3;;;Ist off proof done on the 19/8 and approved 22/8. 2nd Proof done on the 24/8 and approved 25/8. 3rd proof done on the 12/9. 4th proof done on the 24/10;
12061;CHM Group;Aloe Gel 100ml;02.11.16;03.11.2016;8X3;;;1st off proof done on the 14/7 and approved 15/7. Trail done. Customer submitted new artwork. New artwork received for the 5th time. Last proof send o nthe 12/10 and approved 18/10.;
12388;Repcillin;Crocodile Oil 50ml;04.11.16;04.11.2016;8X3;;;;
12365;Saloncare;Advanced Cleansing Milk 150ml;07.11.16;cancelled;8X3;;;1st proof sent on 26/10.  Client req. 'Milk' to be included. New proofs requested to add vignette to artwork. 2nd proof send on the 27/10 and approved 11/2;
12396;Totally Wild;Aloe 24 SA 100ml;11.11.16;08.12.2016;8X3;;;;
12426;MRL Private Collection;Moisturising Lotion For Her 75ml;11.11.16;14.11.2016;8X3;;;;
12430;Amka Products;Bump Patrol Face and Head Wash 100ml;14.11.16;16.11.2016;8X3;;;;
12444;Saradox;Good Stuff Time On Your hands 75ml;14.11.16;15.11.2016;8X3;;;;
12445;Saradox;Good Stuff Bee Natural 75ml;14.11.16;15.11.2016;8X3;;;;
12355;Silverlabs;Sport Chafing Repair 75ml;15.11.16;15.11.2016;8X3;;;1st proof done on 20/10 proof approved. Customer changed number on artwork.;
12415;Eli And You;Sunblock 100ml;16.11.16;17.11.2016;8X3;;;;
12366;Saloncare;Advanced Alpha C Boost 50ml;17.11.16;17.11.2016;8X3;;;New proofs requested to add vignette to artwork. 1st off proof done on the 26/10 and approved 2/11. Latest proofsdone on the 7/11 and approved on the 8/11, Customer added ml's to artwork new proofs done;
12367;Saloncare;Advanced Even Tone 50ml;17.11.16;17.11.2016;8X3;;;New proofs requested to add vignette to artwork. 1st off proof done on the 26/10 and approved 2/11. Latest proofsdone on the 7/11 and approved on the 8/11, Customer added ml's to artwork new proofs done;
12368;Saloncare;Advanced Eye Cream 15ml;17.11.16;17.11.2016;8X3;;;New proofs requested to add vignette to artwork. 1st off proof done on the 26/10 and approved 2/11. Latest proofsdone on the 7/11 and approved on the 8/11, Customer added ml's to artwork new proofs done;
12501;African Botanics;Therapy Gel 60ml;22.11.16;23.11.2016;8X3;;;;
12458;CT Toiletry Co;LM  Barber Aftershave Balm 125ml - M/lacq;28.11.16;08.12.2016;8X3;;;;
12459;CT Toiletry Co;LM Barber Shave Cream 125ml - M/lacq;28.11.16;12.12.2016;8X3;;;;
12432;Botle Buhle;Orijins Face Cream 50ml;01.12.16;02.12.2016;8X3;;;P1 done 22/11 approved 23/11. Customer changed artwork;
12511;Libma Enterprises;Essence Hand And Body Lotion 100ml;01.12.16;06.12.2016;8X3;;;;
12404;PD Pharma;Aloe-E- Mune 50g;05.12.16;07.12.2016;8X3;;;;
12531;Britec Labs;Pink Diamond Hand and body Lotion 150ml;06.12.16;07.12.2016;8X3;;;;
12532;Britec Labs;Pink Diamond Hand Cream 100ml;06.12.16;07.12.2016;8X3;;;;
12546;Dermasure;Sunactive Sunscreen 75ml;12.12.16;12.12.2016;5X3;;;;
12567;Catwalk;Red Diamond Hand and Nail Cream 50ml;23.01.17;23.01.2017;8X3;;;;
12538;Catwalk;Wintergreen Icy Arnica gel 75ml;25.01.17;30.01.2017;8X3;;;;
12539;Catwalk;Wintergreen Menthol Hot Gel 75ml;25.01.17;30.01.2017;8X3;;;;
12540;Catwalk;Wintergreen Hot Muscle 75ml;25.01.17;31.01.2017;8X3;;;;
12578;Catwalk;Eness Hand and nail 100ml;25.01.17;02.02.2017;8X3;;;;
12585;Serendipity;Avroy Pure Milk & Honey Xmas H/.Cream 150ml;30.01.17;31.01.2017;8X3;;;;
12588;DC Laboratories;BodyCorp Heel Balm 50ml T&C;03.02.17;06.02.2017;8X3;;;;
12572;Mosaic;Eskamel Gel - 150ml;09.02.17;08.03.2017;8X3;;;;
12618;Azochem;Sara Jane Cherry Blossom & Shea Butter - 60ml;10.02.17;13.02.2017;8X3;;;;
12619;Azochem;Sarah Jane Sweet GrapeFruit & Aloe - 60ml;10.02.17;13.02.2017;8X3;;;;
12614;Prime Products;Rooibos Petite Hand Cream - 30ml;13.02.17;27.03.2017;8X3;;;;
12615;Prime Products;Rooibos Precious Hand Cream - 30ml;13.02.17;27.03.2017;8X3;;;;
12616;Prime Products;Rooibos Pretty Hand Cream - 30ml;13.02.17;27.03.2017;8X3;;;;
12617;Serendipity;Avroy Pure Peppermint Silicone Cream - 75ml;13.02.17;13.02.2017;8X3;;;;
12579;PD Pharma;Aloe E -Mune 50g;20.02.17;28.02.2017;8X3;;;;
12620;Azochem;Sarah Jane Hand Cream Warm Vanilla & Almond - 60ml;20.02.17;01.03.2017;8X3;;;1st off proof done 10 Feb and approved 13 Feb. Customer repalced barcode new proof send;
12581;Mentholatum;Muscle Rescue 50g;23.02.17;09.03.2017;8X3;;;1st off proof done 30 Jan and approved 17 Feb, customer requested logo to be made smaller;
12613;Pikoko Inovations;Moroccan Gold Sun SPF 40- 150ml;23.02.17;28.02.2017;8X3;;;1st off proof done 10 Feb and approved 15 Feb. Customer adjusted artwork;
12637;The Lash Collection;Lash Leather Cleanser 50ml;23.02.17;28.02.2017;8X3;;;;
12612;Pikoko Inovations;Moroccan Black Shampoo - 150ml;24.02.17;28.02.2017;8X3;;;1st off proof done 10 Feb and approved 15 Feb. Customer adjusted artwork. 2nd proof done 23/2 more artwork changes received;
12632;Aloe ferox;Super Aloe Gel 75ml;24.02.17;08.03.2017;8X3;;;;
12635;Guy locker Company;Conditioner 150ml;27.02.17;15.03.2017;8X3;;;;
12636;Guy locker Company;Shampoo 150ml;27.02.17;15.03.2017;8X3;;;;
12652;Aloe ferox;Bitter Balm 50ml;03.03.17;08.03.2017;8X3;;;;
12653;Aloe ferox;Cleansing Cream 50ml;03.03.17;08.03.2017;8X3;;;;
12654;Aloe ferox;X BALM 50ML;03.03.17;08.03.2017;8X3;;;;
12655;Aloe ferox;Cleansing Cream 150ml;03.03.17;08.03.2017;8X3;;;;
12628;Beautiful Earth Aromatherapy;Beautiful Earth Facial Scrub 75ml;08.03.17;09.03.2017;8X3;;;;
12645;Pikoko Inovations;Moroccan Black Soap Skin Care 150ml;08.03.17;08.03.2017;8X3;;;;
12667;Worx of Africa;Bugger Off Kids Body Crème 75ml;08.03.17;cancelled;8X3;;;;
12664;Le-sel;Botanist Dandelion Hand And Nail Cream 75ml;09.03.17;09.03.2017;8X3;;;;
12665;Le-sel;Botanist Olive Extract Hand And Nail Cream 75ml;09.03.17;09.03.2017;8X3;;;;
12666;Le-sel;Botanist Passion Fruit Hand and Nail Cream 75ml;09.03.17;09.03.2017;8X3;;;;
12668;Le-sel;Order (a/w);09.03.17;09.03.2017;8X3;;;;
12693;Charlotte Rhys;Classic Foot Cream 75ml;22.03.17;11.04.2017;8X3;;;;
12694;Charlotte Rhys;Classic Hand Cream 75ml;22.03.17;11.04.2017;8X3;;;;
12708;The Body Corp;Aloe Ferox Soothing Gel 50ml;28.03.17;29.03.2017;8X3;;;;
12709;Saradox;Good Stuff Rock N Rooibos Hand Cream 75ml;29.03.17;29.03.2017;8X3;;;;
12723;Bio Earth Man.;Burn Gel 100ml;31.03.17;03.04.2017;8X3;;;;
12724;Bio Earth Man.;Burn Gel 50ml;31.03.17;03.04.2017;8X3;;;;
12737;Prime Products;O'Rea Skin Enviro Protector SPF30 - 50ml ;06.04.17;04.10.2017;8X3;;;;
12755;Fabupharm;Buzz Off 50ml ;12.04.17;13.04.2017;8X3;;;;
12742;Stuf Solutions;SPF40 Sunscreen - 50ml;13.04.17;18.04.2017;8X3;;;;
12746;Stuf Solutions;Hand Sanitiser 50ml;13.04.17;18.04.2017;8X3;;;;
12747;Stuf Solutions;Chamois Cream 50ml;13.04.17;18.04.2017;8X3;;;;
12748;Stuf Solutions;Anti Chafe Cream 50ml;13.04.17;18.04.2017;8X3;;;;
12759;Impo Distributors;Orchid Hand and Nail 75ml;18.04.17;20.04.2017;8X3;;;;
12769;Medipod;Foot Repair Cream 15ml;18.04.17;26.04.2017;8X3;;;;
12650;Waxit;Sting Stop Healing Gel 50ml;19.04.17;20.04.2017;8X3;;;1st off proof done on 7th March and approved 8th march. Customer adjusted the logo. 2nd Proof done on the 16 Mar and approved 23 March and trial done. Customer came with more changes;
12767;Bio Earth Man.;Antiseptic Gel 25ml;24.04.17;25.04.2017;8X3;;;1st off proof for on the 20/4. Customer requested that barcode be rotated new proof send;
12743;Stuf Solutions;Hair & Body 2 in 1 - 75ml;25.04.17;26.04.2017;8X3;;;1st off proof done on the 16/4. Customer asked if we can make a word bigger to fit in with rest of range. New proof send;
